index,sim,mass,tem_supply,tem_surf,tem_win,n_occ,x,y,V
463,411,0.0578,12.78,23.89,36.39,2,2.05,4.75,0.107978836
464,412,0.0578,12.78,26.67,30.56,2,2.05,2.25,0.109002863
465,412,0.0578,12.78,26.67,30.56,2,2.05,4.75,0.110337416
466,413,0.0578,12.78,26.67,33.61,2,2.05,2.25,0.099952342
467,413,0.0578,12.78,26.67,33.61,2,2.05,4.75,0.108673387
468,414,0.0578,12.78,26.67,36.39,2,2.05,2.25,0.07191222
469,414,0.0578,12.78,26.67,36.39,2,2.05,4.75,0.114002008
470,415,0.0578,12.78,29.44,30.56,2,2.05,2.25,0.10667894
471,415,0.0578,12.78,29.44,30.56,2,2.05,4.75,0.104833625
472,416,0.0578,12.78,29.44,33.61,2,2.05,2.25,0.102023167
473,416,0.0578,12.78,29.44,33.61,2,2.05,4.75,0.116752295
474,417,0.0578,12.78,29.44,36.39,2,2.05,2.25,0.080561231
475,417,0.0578,12.78,29.44,36.39,2,2.05,4.75,0.114354903
476,418,0.0578,12.78,32.22,33.61,2,2.05,2.25,0.093243305
477,418,0.0578,12.78,32.22,33.61,2,2.05,4.75,0.123795744
478,419,0.0578,12.78,32.22,36.39,2,2.05,2.25,0.097262808
479,419,0.0578,12.78,32.22,36.39,2,2.05,4.75,0.116045556
480,420,0.0578,15.56,23.89,26.67,2,2.05,2.25,0.108520713
481,420,0.0578,15.56,23.89,26.67,2,2.05,4.75,0.116284718
482,421,0.0578,15.56,23.89,30.56,2,2.05,2.25,0.08927664
483,421,0.0578,15.56,23.89,30.56,2,2.05,4.75,0.099867083
484,422,0.0578,15.56,23.89,33.61,2,2.05,2.25,0.087888324
485,422,0.0578,15.56,23.89,33.61,2,2.05,4.75,0.099279965
486,423,0.0578,15.56,23.89,36.39,2,2.05,2.25,0.079644303
487,423,0.0578,15.56,23.89,36.39,2,2.05,4.75,0.097919286
488,424,0.0578,15.56,26.67,30.56,2,2.05,2.25,0.100417528
489,424,0.0578,15.56,26.67,30.56,2,2.05,4.75,0.110226111
490,425,0.0578,15.56,26.67,33.61,2,2.05,2.25,0.081313858
491,425,0.0578,15.56,26.67,33.61,2,2.05,4.75,0.107243856
492,426,0.0578,15.56,26.67,36.39,2,2.05,2.25,0.082750557
493,426,0.0578,15.56,26.67,36.39,2,2.05,4.75,0.10888334
494,427,0.0578,15.56,29.44,30.56,2,2.05,2.25,0.103244002
495,427,0.0578,15.56,29.44,30.56,2,2.05,4.75,0.110063435
496,428,0.0578,15.56,29.44,33.61,2,2.05,2.25,0.08931062
497,428,0.0578,15.56,29.44,33.61,2,2.05,4.75,0.109001796
498,429,0.0578,15.56,29.44,36.39,2,2.05,2.25,0.071152913
499,429,0.0578,15.56,29.44,36.39,2,2.05,4.75,0.10407868
500,430,0.0578,15.56,32.22,33.61,2,2.05,2.25,0.098530263
501,430,0.0578,15.56,32.22,33.61,2,2.05,4.75,0.105636255
502,431,0.0578,15.56,32.22,36.39,2,2.05,2.25,0.09069698
503,431,0.0578,15.56,32.22,36.39,2,2.05,4.75,0.108335112
504,432,0.1734,10,23.89,26.67,2,2.05,2.25,0.203309653
505,432,0.1734,10,23.89,26.67,2,2.05,4.75,0.173795244
506,433,0.1734,10,23.89,30.56,2,2.05,2.25,0.233481922
507,433,0.1734,10,23.89,30.56,2,2.05,4.75,0.180671515
508,434,0.1734,10,23.89,33.61,2,2.05,2.25,0.169112005
509,434,0.1734,10,23.89,33.61,2,2.05,4.75,0.16866572
510,435,0.1734,10,23.89,36.39,2,2.05,2.25,0.149699016
511,435,0.1734,10,23.89,36.39,2,2.05,4.75,0.18484514
512,436,0.1734,10,26.67,30.56,2,2.05,2.25,0.163138912
513,436,0.1734,10,26.67,30.56,2,2.05,4.75,0.167772599
514,437,0.1734,10,26.67,33.61,2,2.05,2.25,0.129869355
515,437,0.1734,10,26.67,33.61,2,2.05,4.75,0.167335595
516,438,0.1734,10,26.67,36.39,2,2.05,2.25,0.189044158
517,438,0.1734,10,26.67,36.39,2,2.05,4.75,0.17648373
518,439,0.1734,10,29.44,30.56,2,2.05,2.25,0.127512225
519,439,0.1734,10,29.44,30.56,2,2.05,4.75,0.170582938
520,440,0.1734,10,29.44,33.61,2,2.05,2.25,0.151783775
521,440,0.1734,10,29.44,33.61,2,2.05,4.75,0.185781494
522,441,0.1734,10,29.44,36.39,2,2.05,2.25,0.145789391
523,441,0.1734,10,29.44,36.39,2,2.05,4.75,0.182216734
524,442,0.1734,10,32.22,33.61,2,2.05,2.25,0.183640667
525,442,0.1734,10,32.22,33.61,2,2.05,4.75,0.184455013
526,443,0.1734,10,32.22,36.39,2,2.05,2.25,0.141984403
527,443,0.1734,10,32.22,36.39,2,2.05,4.75,0.162275712
528,444,0.1734,12.78,23.89,26.67,2,2.05,2.25,0.18766261
529,444,0.1734,12.78,23.89,26.67,2,2.05,4.75,0.19785214
530,445,0.1734,12.78,23.89,30.56,2,2.05,2.25,0.157896016
531,445,0.1734,12.78,23.89,30.56,2,2.05,4.75,0.162976018
532,446,0.1734,12.78,23.89,33.61,2,2.05,2.25,0.177930103
533,446,0.1734,12.78,23.89,33.61,2,2.05,4.75,0.190984045
534,447,0.1734,12.78,23.89,36.39,2,2.05,2.25,0.152172727
535,447,0.1734,12.78,23.89,36.39,2,2.05,4.75,0.180007241
536,448,0.1734,12.78,26.67,30.56,2,2.05,2.25,0.168792696
537,448,0.1734,12.78,26.67,30.56,2,2.05,4.75,0.175054629
538,449,0.1734,12.78,26.67,33.61,2,2.05,2.25,0.15512367
539,449,0.1734,12.78,26.67,33.61,2,2.05,4.75,0.185317253
540,450,0.1734,12.78,26.67,36.39,2,2.05,2.25,0.152931189
541,450,0.1734,12.78,26.67,36.39,2,2.05,4.75,0.188435354
542,451,0.1734,12.78,29.44,30.56,2,2.05,2.25,0.154708918
543,451,0.1734,12.78,29.44,30.56,2,2.05,4.75,0.183175402
544,452,0.1734,12.78,29.44,33.61,2,2.05,2.25,0.121303759
545,452,0.1734,12.78,29.44,33.61,2,2.05,4.75,0.158112447
546,453,0.1734,12.78,29.44,36.39,2,2.05,2.25,0.122048841
547,453,0.1734,12.78,29.44,36.39,2,2.05,4.75,0.187319634
548,454,0.1734,12.78,32.22,33.61,2,2.05,2.25,0.149140518
549,454,0.1734,12.78,32.22,33.61,2,2.05,4.75,0.177111902
550,455,0.1734,12.78,32.22,36.39,2,2.05,2.25,0.126114517
551,455,0.1734,12.78,32.22,36.39,2,2.05,4.75,0.207471811
552,456,0.1734,15.56,23.89,26.67,2,2.05,2.25,0.174561762
553,456,0.1734,15.56,23.89,26.67,2,2.05,4.75,0.199115826
554,457,0.1734,15.56,23.89,30.56,2,2.05,2.25,0.178608506
555,457,0.1734,15.56,23.89,30.56,2,2.05,4.75,0.178298086
556,458,0.1734,15.56,23.89,33.61,2,2.05,2.25,0.146584464
557,458,0.1734,15.56,23.89,33.61,2,2.05,4.75,0.183505357
558,459,0.1734,15.56,23.89,36.39,2,2.05,2.25,0.135787677
559,459,0.1734,15.56,23.89,36.39,2,2.05,4.75,0.147059207
560,460,0.1734,15.56,26.67,30.56,2,2.05,2.25,0.16475274
561,460,0.1734,15.56,26.67,30.56,2,2.05,4.75,0.166986197
562,461,0.1734,15.56,26.67,33.61,2,2.05,2.25,0.164059147
563,461,0.1734,15.56,26.67,33.61,2,2.05,4.75,0.156859816
564,462,0.1734,15.56,26.67,36.39,2,2.05,2.25,0.153124942
565,462,0.1734,15.56,26.67,36.39,2,2.05,4.75,0.171272619
566,463,0.1734,15.56,29.44,30.56,2,2.05,2.25,0.125640355
567,463,0.1734,15.56,29.44,30.56,2,2.05,4.75,0.189498636
568,464,0.1734,15.56,29.44,33.61,2,2.05,2.25,0.142861049
569,464,0.1734,15.56,29.44,33.61,2,2.05,4.75,0.175084992
570,465,0.1734,15.56,29.44,36.39,2,2.05,2.25,0.128021572
571,465,0.1734,15.56,29.44,36.39,2,2.05,4.75,0.199904295
572,466,0.1734,15.56,32.22,33.61,2,2.05,2.25,0.121315137
573,466,0.1734,15.56,32.22,33.61,2,2.05,4.75,0.198234898
574,467,0.1734,15.56,32.22,36.39,2,2.05,2.25,0.12950115
575,467,0.1734,15.56,32.22,36.39,2,2.05,4.75,0.185508582
576,468,0.0231,26.67,4.44,-1.11,2,2.05,2.25,0.113474863
577,468,0.0231,26.67,4.44,-1.11,2,2.05,4.75,0.101008141
578,469,0.0231,26.67,7.22,-1.11,2,2.05,2.25,0.115130257
579,469,0.0231,26.67,7.22,-1.11,2,2.05,4.75,0.098736784
580,470,0.0231,26.67,7.22,4.44,2,2.05,2.25,0.106344154
581,470,0.0231,26.67,7.22,4.44,2,2.05,4.75,0.09632499
582,471,0.0231,26.67,10,-1.11,2,2.05,2.25,0.116675419
583,471,0.0231,26.67,10,-1.11,2,2.05,4.75,0.098213426
584,472,0.0231,26.67,10,4.44,2,2.05,2.25,0.108063648
585,472,0.0231,26.67,10,4.44,2,2.05,4.75,0.095981553
586,473,0.0231,26.67,12.78,-1.11,2,2.05,2.25,0.120362009
587,473,0.0231,26.67,12.78,-1.11,2,2.05,4.75,0.09844938
588,474,0.0231,26.67,12.78,4.44,2,2.05,2.25,0.111348342
589,474,0.0231,26.67,12.78,4.44,2,2.05,4.75,0.096502225
590,475,0.0231,26.67,12.78,10,2,2.05,2.25,0.101915369
591,475,0.0231,26.67,12.78,10,2,2.05,4.75,0.095209766
592,476,0.0231,29.44,4.44,-1.11,2,2.05,2.25,0.111747074
593,476,0.0231,29.44,4.44,-1.11,2,2.05,4.75,0.099322919
594,477,0.0231,29.44,7.22,-1.11,2,2.05,2.25,0.113620627
595,477,0.0231,29.44,7.22,-1.11,2,2.05,4.75,0.097738515
596,478,0.0231,29.44,7.22,4.44,2,2.05,2.25,0.104193881
597,478,0.0231,29.44,7.22,4.44,2,2.05,4.75,0.095654065
598,479,0.0231,29.44,10,-1.11,2,2.05,2.25,0.11450924
599,479,0.0231,29.44,10,-1.11,2,2.05,4.75,0.097051617
600,480,0.0231,29.44,10,4.44,2,2.05,2.25,0.105548448
601,480,0.0231,29.44,10,4.44,2,2.05,4.75,0.094363559
602,481,0.0231,29.44,12.78,-1.11,2,2.05,2.25,0.117621579
603,481,0.0231,29.44,12.78,-1.11,2,2.05,4.75,0.097235767
604,482,0.0231,29.44,12.78,4.44,2,2.05,2.25,0.108772806
605,482,0.0231,29.44,12.78,4.44,2,2.05,4.75,0.09478597
606,483,0.0231,29.44,12.78,10,2,2.05,2.25,0.098442812
607,483,0.0231,29.44,12.78,10,2,2.05,4.75,0.093463951
608,484,0.0231,35,4.44,-1.11,2,2.05,2.25,0.10768966
609,484,0.0231,35,4.44,-1.11,2,2.05,4.75,0.093605419
610,485,0.0231,35,7.22,-1.11,2,2.05,2.25,0.110352157
611,485,0.0231,35,7.22,-1.11,2,2.05,4.75,0.094950584
612,486,0.0231,35,7.22,4.44,2,2.05,2.25,0.099897505
613,486,0.0231,35,7.22,4.44,2,2.05,4.75,0.092211608
614,487,0.0231,35,10,-1.11,2,2.05,2.25,0.111481602
615,487,0.0231,35,10,-1.11,2,2.05,4.75,0.094501768
616,488,0.0231,35,10,4.44,2,2.05,2.25,0.101906249
617,488,0.0231,35,10,4.44,2,2.05,4.75,0.091903869
618,489,0.0231,35,12.78,-1.11,2,2.05,2.25,0.112213082
619,489,0.0231,35,12.78,-1.11,2,2.05,4.75,0.094627855
620,490,0.0231,35,12.78,4.44,2,2.05,2.25,0.103115241
621,490,0.0231,35,12.78,4.44,2,2.05,4.75,0.091938267
622,491,0.0231,35,12.78,10,2,2.05,2.25,0.0946489
623,491,0.0231,35,12.78,10,2,2.05,4.75,0.089464231
624,492,0.0578,26.67,4.44,-1.11,2,2.05,2.25,0.105415149
625,492,0.0578,26.67,4.44,-1.11,2,2.05,4.75,0.096721
626,493,0.0578,26.67,7.22,-1.11,2,2.05,2.25,0.107406388
627,493,0.0578,26.67,7.22,-1.11,2,2.05,4.75,0.098014209
628,494,0.0578,26.67,7.22,4.44,2,2.05,2.25,0.097737464
629,494,0.0578,26.67,7.22,4.44,2,2.05,4.75,0.091490269
630,495,0.0578,26.67,10,-1.11,2,2.05,2.25,0.108926815
631,495,0.0578,26.67,10,-1.11,2,2.05,4.75,0.096696239
632,496,0.0578,26.67,10,4.44,2,2.05,2.25,0.099738918
633,496,0.0578,26.67,10,4.44,2,2.05,4.75,0.093651788
634,497,0.0578,26.67,12.78,-1.11,2,2.05,2.25,0.111808505
635,497,0.0578,26.67,12.78,-1.11,2,2.05,4.75,0.096981966
636,498,0.0578,26.67,12.78,4.44,2,2.05,2.25,0.104069977
637,498,0.0578,26.67,12.78,4.44,2,2.05,4.75,0.095045971
638,499,0.0578,26.67,12.78,10,2,2.05,2.25,0.095663774
639,499,0.0578,26.67,12.78,10,2,2.05,4.75,0.09176304
640,500,0.0578,29.44,4.44,-1.11,2,2.05,2.25,0.099548135
641,500,0.0578,29.44,4.44,-1.11,2,2.05,4.75,0.090518006
642,501,0.0578,29.44,7.22,-1.11,2,2.05,2.25,0.102249704
643,501,0.0578,29.44,7.22,-1.11,2,2.05,4.75,0.090782875
644,502,0.0578,29.44,7.22,4.44,2,2.05,2.25,0.094733926
645,502,0.0578,29.44,7.22,4.44,2,2.05,4.75,0.084822575
646,503,0.0578,29.44,10,-1.11,2,2.05,2.25,0.104020531
647,503,0.0578,29.44,10,-1.11,2,2.05,4.75,0.091903916
648,504,0.0578,29.44,10,4.44,2,2.05,2.25,0.094821773
649,504,0.0578,29.44,10,4.44,2,2.05,4.75,0.086030161
650,505,0.0578,29.44,12.78,-1.11,2,2.05,2.25,0.105094387
651,505,0.0578,29.44,12.78,-1.11,2,2.05,4.75,0.092448796
652,506,0.0578,29.44,12.78,4.44,2,2.05,2.25,0.095256323
653,506,0.0578,29.44,12.78,4.44,2,2.05,4.75,0.087713133
654,507,0.0578,29.44,12.78,10,2,2.05,2.25,0.087962734
655,507,0.0578,29.44,12.78,10,2,2.05,4.75,0.083369962
656,508,0.0578,35,4.44,-1.11,2,2.05,2.25,0.089741826
657,508,0.0578,35,4.44,-1.11,2,2.05,4.75,0.084204683
658,509,0.0578,35,7.22,-1.11,2,2.05,2.25,0.092563083
659,509,0.0578,35,7.22,-1.11,2,2.05,4.75,0.084144771
660,510,0.0578,35,7.22,4.44,2,2.05,2.25,0.084119767
661,510,0.0578,35,7.22,4.44,2,2.05,4.75,0.080518517
662,511,0.0578,35,10,-1.11,2,2.05,2.25,0.09409312
663,511,0.0578,35,10,-1.11,2,2.05,4.75,0.084544184
664,512,0.0578,35,10,4.44,2,2.05,2.25,0.08750954
665,512,0.0578,35,10,4.44,2,2.05,4.75,0.080548745
666,513,0.0578,35,12.78,-1.11,2,2.05,2.25,0.095979116
667,513,0.0578,35,12.78,-1.11,2,2.05,4.75,0.08525033
668,514,0.0578,35,12.78,4.44,2,2.05,2.25,0.089271657
669,514,0.0578,35,12.78,4.44,2,2.05,4.75,0.081004377
670,515,0.0578,35,12.78,10,2,2.05,2.25,0.080136722
671,515,0.0578,35,12.78,10,2,2.05,4.75,0.075185696
672,516,0.1734,26.67,4.44,-1.11,2,2.05,2.25,0.251672786
673,516,0.1734,26.67,4.44,-1.11,2,2.05,4.75,0.164791649
674,517,0.1734,26.67,7.22,-1.11,2,2.05,2.25,0.272195942
675,517,0.1734,26.67,7.22,-1.11,2,2.05,4.75,0.194411759
676,518,0.1734,26.67,7.22,4.44,2,2.05,2.25,0.223622699
677,518,0.1734,26.67,7.22,4.44,2,2.05,4.75,0.246896273
678,519,0.1734,26.67,10,-1.11,2,2.05,2.25,0.246127776
679,519,0.1734,26.67,10,-1.11,2,2.05,4.75,0.247583811
680,520,0.1734,26.67,10,4.44,2,2.05,2.25,0.248122328
681,520,0.1734,26.67,10,4.44,2,2.05,4.75,0.262439724
682,521,0.1734,26.67,12.78,-1.11,2,2.05,2.25,0.237945482
683,521,0.1734,26.67,12.78,-1.11,2,2.05,4.75,0.266970058
684,522,0.1734,26.67,12.78,4.44,2,2.05,2.25,0.235600705
685,522,0.1734,26.67,12.78,4.44,2,2.05,4.75,0.282685253
686,523,0.1734,26.67,12.78,10,2,2.05,2.25,0.199701629
687,523,0.1734,26.67,12.78,10,2,2.05,4.75,0.258776074
688,524,0.1734,29.44,4.44,-1.11,2,2.05,2.25,0.251196735
689,524,0.1734,29.44,4.44,-1.11,2,2.05,4.75,0.182989749
690,525,0.1734,29.44,7.22,-1.11,2,2.05,2.25,0.237188498
691,525,0.1734,29.44,7.22,-1.11,2,2.05,4.75,0.186256845
692,526,0.1734,29.44,7.22,4.44,2,2.05,2.25,0.214521568
693,526,0.1734,29.44,7.22,4.44,2,2.05,4.75,0.215395331
694,527,0.1734,29.44,10,-1.11,2,2.05,2.25,0.184571044
695,527,0.1734,29.44,10,-1.11,2,2.05,4.75,0.244824631
696,528,0.1734,29.44,10,4.44,2,2.05,2.25,0.202134807
697,528,0.1734,29.44,10,4.44,2,2.05,4.75,0.237647871
698,529,0.1734,29.44,12.78,-1.11,2,2.05,2.25,0.257636067
699,529,0.1734,29.44,12.78,-1.11,2,2.05,4.75,0.237278286
700,530,0.1734,29.44,12.78,4.44,2,2.05,2.25,0.217600864
701,530,0.1734,29.44,12.78,4.44,2,2.05,4.75,0.271222069
702,531,0.1734,29.44,12.78,10,2,2.05,2.25,0.207416819
703,531,0.1734,29.44,12.78,10,2,2.05,4.75,0.279805252
704,532,0.1734,35,4.44,-1.11,2,2.05,2.25,0.220496383
705,532,0.1734,35,4.44,-1.11,2,2.05,4.75,0.218092671
706,533,0.1734,35,7.22,-1.11,2,2.05,2.25,0.218466978
707,533,0.1734,35,7.22,-1.11,2,2.05,4.75,0.238075594
708,534,0.1734,35,7.22,4.44,2,2.05,2.25,0.177870655
709,534,0.1734,35,7.22,4.44,2,2.05,4.75,0.230157189
710,535,0.1734,35,10,-1.11,2,2.05,2.25,0.166455996
711,535,0.1734,35,10,-1.11,2,2.05,4.75,0.224995133
712,536,0.1734,35,10,4.44,2,2.05,2.25,0.163538219
713,536,0.1734,35,10,4.44,2,2.05,4.75,0.260524162
714,537,0.1734,35,12.78,-1.11,2,2.05,2.25,0.161027108
715,537,0.1734,35,12.78,-1.11,2,2.05,4.75,0.248426947
716,538,0.1734,35,12.78,4.44,2,2.05,2.25,0.205478484
717,538,0.1734,35,12.78,4.44,2,2.05,4.75,0.280356373
718,539,0.1734,35,12.78,10,2,2.05,2.25,0.225634597
719,539,0.1734,35,12.78,10,2,2.05,4.75,0.274387673
