index,sim,mass,tem_supply,tem_surf,tem_win,n_occ,x,y,MRT,T,V
204,204,0.0231,15.56,23.89,26.67,1,2.05,4.75,27.55613034,26.56073038,0.066772281
205,205,0.0231,15.56,23.89,30.56,1,2.05,4.75,27.71263481,26.86327583,0.069140693
206,206,0.0231,15.56,23.89,33.61,1,2.05,4.75,27.82666458,27.10904508,0.080970775
207,207,0.0231,15.56,23.89,36.39,1,2.05,4.75,27.94305223,27.41718528,0.07953539700000001
208,208,0.0231,15.56,26.67,30.56,1,2.05,4.75,27.87025296,27.08658037,0.085531589
209,209,0.0231,15.56,26.67,33.61,1,2.05,4.75,27.98852964,27.34203158,0.086565036
210,210,0.0231,15.56,26.67,36.39,1,2.05,4.75,28.10937371,27.666895899999997,0.077581334
211,211,0.0231,15.56,29.44,30.56,1,2.05,4.75,28.03127603,27.27292692,0.08926477699999999
212,212,0.0231,15.56,29.44,33.61,1,2.05,4.75,28.15450528,27.58362576,0.094406995
213,213,0.0231,15.56,29.44,36.39,1,2.05,4.75,28.27663816,27.90318757,0.079324132
214,214,0.0231,15.56,32.22,33.61,1,2.05,4.75,28.33415941,27.90479199,0.089132106
215,215,0.0231,15.56,32.22,36.39,1,2.05,4.75,28.45084307,28.19003061,0.08460543
216,216,0.0578,10.0,23.89,26.67,1,2.05,4.75,27.48480597,25.44013322,0.09289787199999999
217,217,0.0578,10.0,23.89,30.56,1,2.05,4.75,27.61146173,25.58261637,0.09626252800000001
218,218,0.0578,10.0,23.89,33.61,1,2.05,4.75,27.72859462,25.7801807,0.10522978300000001
219,219,0.0578,10.0,23.89,36.39,1,2.05,4.75,27.81804177,25.77572114,0.106999546
220,220,0.0578,10.0,26.67,30.56,1,2.05,4.75,27.77159246,25.79081844,0.11689176
221,221,0.0578,10.0,26.67,33.61,1,2.05,4.75,27.87423966,25.88421496,0.126913733
222,222,0.0578,10.0,26.67,36.39,1,2.05,4.75,27.98144311,25.96361963,0.109757028
223,223,0.0578,10.0,29.44,30.56,1,2.05,4.75,27.92090301,25.86114605,0.12761336199999998
224,224,0.0578,10.0,29.44,33.61,1,2.05,4.75,28.0358825,26.04586077,0.109600559
225,225,0.0578,10.0,29.44,36.39,1,2.05,4.75,28.14142011,26.23385937,0.106382004
226,226,0.0578,10.0,32.22,33.61,1,2.05,4.75,28.20503786,26.26912245,0.121230948
227,227,0.0578,10.0,32.22,36.39,1,2.05,4.75,28.31067723,26.43016563,0.127176689
228,228,0.0578,12.78,23.89,26.67,1,2.05,4.75,27.50872228,25.838468300000002,0.09133563800000001
229,229,0.0578,12.78,23.89,30.56,1,2.05,4.75,27.63220933,25.84931284,0.10171666300000001
230,230,0.0578,12.78,23.89,33.61,1,2.05,4.75,27.73776802,25.98272885,0.116570365
231,231,0.0578,12.78,23.89,36.39,1,2.05,4.75,27.84066533,26.11238906,0.109370463
232,232,0.0578,12.78,26.67,30.56,1,2.05,4.75,27.78487083,26.00724709,0.123304001
233,233,0.0578,12.78,26.67,33.61,1,2.05,4.75,27.89902106,26.17595325,0.122318861
234,234,0.0578,12.78,26.67,36.39,1,2.05,4.75,28.00146242,26.29550065,0.11467902599999999
235,235,0.0578,12.78,29.44,30.56,1,2.05,4.75,27.94978034,26.1713701,0.12420896199999999
236,236,0.0578,12.78,29.44,33.61,1,2.05,4.75,28.060875,26.35962103,0.10633648300000001
237,237,0.0578,12.78,29.44,36.39,1,2.05,4.75,28.16615967,26.53651044,0.119428015
238,238,0.0578,12.78,32.22,33.61,1,2.05,4.75,28.22646351,26.5835222,0.11907167800000001
239,239,0.0578,12.78,32.22,36.39,1,2.05,4.75,28.34309368,26.79438301,0.12131511800000001
240,240,0.0578,15.56,23.89,26.67,1,2.05,4.75,27.5303686,25.99930613,0.08453731699999999
241,241,0.0578,15.56,23.89,30.56,1,2.05,4.75,27.65908484,26.14566448,0.09796278900000001
242,242,0.0578,15.56,23.89,33.61,1,2.05,4.75,27.76503496,26.27447187,0.111639382
243,243,0.0578,15.56,23.89,36.39,1,2.05,4.75,27.87658187,26.49332769,0.100737825
244,244,0.0578,15.56,26.67,30.56,1,2.05,4.75,27.81231563,26.29752055,0.115722558
245,245,0.0578,15.56,26.67,33.61,1,2.05,4.75,27.93147306,26.58327705,0.11176678
246,246,0.0578,15.56,26.67,36.39,1,2.05,4.75,28.03142034,26.63090817,0.11042668300000001
247,247,0.0578,15.56,29.44,30.56,1,2.05,4.75,27.97766946,26.55794075,0.11810799
248,248,0.0578,15.56,29.44,33.61,1,2.05,4.75,28.08557148,26.66977729,0.10706098300000001
249,249,0.0578,15.56,29.44,36.39,1,2.05,4.75,28.19657084,26.8644275,0.111306106
250,250,0.0578,15.56,32.22,33.61,1,2.05,4.75,28.25728518,26.8598,0.114925076
251,251,0.0578,15.56,32.22,36.39,1,2.05,4.75,28.36911999,27.13053255,0.109816875
252,252,0.1734,10.0,23.89,26.67,1,2.05,4.75,27.3528506,24.23698986,0.18197291300000001
253,253,0.1734,10.0,23.89,30.56,1,2.05,4.75,27.4861768,24.14515473,0.174805602
254,254,0.1734,10.0,23.89,33.61,1,2.05,4.75,27.60119269,24.56194697,0.182246792
255,255,0.1734,10.0,23.89,36.39,1,2.05,4.75,27.70640083,24.50683153,0.178872905
256,256,0.1734,10.0,26.67,30.56,1,2.05,4.75,27.64134935,24.28563278,0.185671645
257,257,0.1734,10.0,26.67,33.61,1,2.05,4.75,27.73781887,24.23445669,0.19305867899999998
258,258,0.1734,10.0,26.67,36.39,1,2.05,4.75,27.84601952,24.47455907,0.187847225
259,259,0.1734,10.0,29.44,30.56,1,2.05,4.75,27.78631406,24.29013424,0.155073484
260,260,0.1734,10.0,29.44,33.61,1,2.05,4.75,27.89224426,24.58468588,0.149270173
261,261,0.1734,10.0,29.44,36.39,1,2.05,4.75,28.00929961,24.64743447,0.165736718
262,262,0.1734,10.0,32.22,33.61,1,2.05,4.75,28.05304273,24.44119247,0.17895375100000002
263,263,0.1734,10.0,32.22,36.39,1,2.05,4.75,28.17209655,24.68095862,0.189593697
264,264,0.1734,12.78,23.89,26.67,1,2.05,4.75,27.37553616,24.50549236,0.180702119
265,265,0.1734,12.78,23.89,30.56,1,2.05,4.75,27.50599605,24.7943444,0.195688379
266,266,0.1734,12.78,23.89,33.61,1,2.05,4.75,27.65069267,25.0714014,0.166563535
267,267,0.1734,12.78,23.89,36.39,1,2.05,4.75,27.74604392,25.18770767,0.16039451400000002
268,268,0.1734,12.78,26.67,30.56,1,2.05,4.75,27.68803825,24.94235497,0.17458108
269,269,0.1734,12.78,26.67,33.61,1,2.05,4.75,27.79463924,24.98593648,0.20269058399999998
270,270,0.1734,12.78,26.67,36.39,1,2.05,4.75,27.91415683,25.38166232,0.182796315
271,271,0.1734,12.78,29.44,30.56,1,2.05,4.75,27.83462385,24.84278627,0.177595997
272,272,0.1734,12.78,29.44,33.61,1,2.05,4.75,27.96575278,25.08929545,0.18913734899999998
273,273,0.1734,12.78,29.44,36.39,1,2.05,4.75,28.05719429,25.1069855,0.20702205399999998
274,274,0.1734,12.78,32.22,33.61,1,2.05,4.75,28.12500926,25.15010848,0.18617335100000001
275,275,0.1734,12.78,32.22,36.39,1,2.05,4.75,28.21423476,25.26723985,0.143407999
276,276,0.1734,15.56,23.89,26.67,1,2.05,4.75,27.41148103,25.05868297,0.165093915
277,277,0.1734,15.56,23.89,30.56,1,2.05,4.75,27.5614282,25.2994635,0.19044945300000002
278,278,0.1734,15.56,23.89,33.61,1,2.05,4.75,27.66873824,25.52551727,0.19644686100000003
279,279,0.1734,15.56,23.89,36.39,1,2.05,4.75,27.76718259,25.85208256,0.235200854
280,280,0.1734,15.56,26.67,30.56,1,2.05,4.75,27.71543868,25.54230158,0.17705685399999999
281,281,0.1734,15.56,26.67,33.61,1,2.05,4.75,27.85183262,25.64139752,0.15808713800000002
282,282,0.1734,15.56,26.67,36.39,1,2.05,4.75,27.94362219,25.55609435,0.183343755
283,283,0.1734,15.56,29.44,30.56,1,2.05,4.75,27.88962187,25.65748983,0.154282841
284,284,0.1734,15.56,29.44,33.61,1,2.05,4.75,28.00156899,25.57495101,0.194639239
285,285,0.1734,15.56,29.44,36.39,1,2.05,4.75,28.10121743,25.74730044,0.158411226
286,286,0.1734,15.56,32.22,33.61,1,2.05,4.75,28.175253700000003,25.74445342,0.15770025199999999
287,287,0.1734,15.56,32.22,36.39,1,2.05,4.75,28.27380316,25.87513964,0.178884572
288,288,0.0231,26.67,4.44,-1.11,1,2.05,4.75,25.484438100000002,21.56780163,0.102830406
289,289,0.0231,26.67,7.22,-1.11,1,2.05,4.75,25.62998301,21.87960393,0.10089620099999999
290,290,0.0231,26.67,7.22,4.44,1,2.05,4.75,25.81704562,22.45690047,0.09861861300000001
291,291,0.0231,26.67,10.0,-1.11,1,2.05,4.75,25.78038333,22.18863499,0.100012945
292,292,0.0231,26.67,10.0,4.44,1,2.05,4.75,25.96560298,22.77472832,0.096774681
293,293,0.0231,26.67,12.78,-1.11,1,2.05,4.75,25.93643405,22.52801939,0.09908574
294,294,0.0231,26.67,12.78,4.44,1,2.05,4.75,26.11905158,23.09308498,0.09731942
295,295,0.0231,26.67,12.78,10.0,1,2.05,4.75,26.31165601,23.716438600000004,0.095266208
296,296,0.0231,29.44,4.44,-1.11,1,2.05,4.75,25.49231943,21.65816405,0.102417017
297,297,0.0231,29.44,7.22,-1.11,1,2.05,4.75,25.63716916,21.96596736,0.100044514
298,298,0.0231,29.44,7.22,4.44,1,2.05,4.75,25.82411103,22.53177679,0.098211305
299,299,0.0231,29.44,10.0,-1.11,1,2.05,4.75,25.78785516,22.28774229,0.098650536
300,300,0.0231,29.44,10.0,4.44,1,2.05,4.75,25.97308688,22.860074100000002,0.096207216
301,301,0.0231,29.44,12.78,-1.11,1,2.05,4.75,25.94319243,22.61122143,0.09802998800000001
302,302,0.0231,29.44,12.78,4.44,1,2.05,4.75,26.12638883,23.1930887,0.095703952
303,303,0.0231,29.44,12.78,10.0,1,2.05,4.75,26.31833398,23.80061319,0.09361934599999999
304,304,0.0231,35.0,4.44,-1.11,1,2.05,4.75,25.50433766,21.80273894,0.101027912
305,305,0.0231,35.0,7.22,-1.11,1,2.05,4.75,25.65335115,22.15708972,0.09958499900000001
306,306,0.0231,35.0,7.22,4.44,1,2.05,4.75,25.8364201,22.6957968,0.096639159
307,307,0.0231,35.0,10.0,-1.11,1,2.05,4.75,25.80170509,22.46445482,0.09762768
308,308,0.0231,35.0,10.0,4.44,1,2.05,4.75,25.98616499,23.02027726,0.095960654
309,309,0.0231,35.0,12.78,-1.11,1,2.05,4.75,25.95634002,22.77784946,0.096836594
310,310,0.0231,35.0,12.78,4.44,1,2.05,4.75,26.13894333,23.35314476,0.095241597
311,311,0.0231,35.0,12.78,10.0,1,2.05,4.75,26.33138608,23.96579593,0.09072643300000001
312,312,0.0578,26.67,4.44,-1.11,1,2.05,4.75,25.53482021,22.20465395,0.09793725800000001
313,313,0.0578,26.67,7.22,-1.11,1,2.05,4.75,25.68626636,22.54732915,0.098121276
314,314,0.0578,26.67,7.22,4.44,1,2.05,4.75,25.86515446,23.09659748,0.09292753
315,315,0.0578,26.67,10.0,-1.11,1,2.05,4.75,25.83622617,22.86271211,0.096245182
316,316,0.0578,26.67,10.0,4.44,1,2.05,4.75,26.01507747,23.4374455,0.09486779699999999
317,317,0.0578,26.67,12.78,-1.11,1,2.05,4.75,25.98804732,23.15664946,0.09586107
318,318,0.0578,26.67,12.78,4.44,1,2.05,4.75,26.16527288,23.74560499,0.095521392
319,319,0.0578,26.67,12.78,10.0,1,2.05,4.75,26.3546838,24.29139568,0.094055159
320,320,0.0578,29.44,4.44,-1.11,1,2.05,4.75,25.5512199,22.44563799,0.09340522400000001
321,321,0.0578,29.44,7.22,-1.11,1,2.05,4.75,25.69753049,22.75166602,0.09380284400000001
322,322,0.0578,29.44,7.22,4.44,1,2.05,4.75,25.87882615,23.30437452,0.08937815
323,323,0.0578,29.44,10.0,-1.11,1,2.05,4.75,25.84935322,23.06941073,0.093971241
324,324,0.0578,29.44,10.0,4.44,1,2.05,4.75,26.02804217,23.61004263,0.08887769400000001
325,325,0.0578,29.44,12.78,-1.11,1,2.05,4.75,26.00217106,23.37696556,0.092906603
326,326,0.0578,29.44,12.78,4.44,1,2.05,4.75,26.18087996,23.92668039,0.088957911
327,327,0.0578,29.44,12.78,10.0,1,2.05,4.75,26.36846289,24.48531353,0.085794438
328,328,0.0578,35.0,4.44,-1.11,1,2.05,4.75,25.58447361,22.89593998,0.087601616
329,329,0.0578,35.0,7.22,-1.11,1,2.05,4.75,25.72992202,23.1919109,0.08796421
330,330,0.0578,35.0,7.22,4.44,1,2.05,4.75,25.90937215,23.729332199999998,0.082623942
331,331,0.0578,35.0,10.0,-1.11,1,2.05,4.75,25.87883517,23.48530575,0.08793384800000001
332,332,0.0578,35.0,10.0,4.44,1,2.05,4.75,26.05791607,24.02686615,0.082702361
333,333,0.0578,35.0,12.78,-1.11,1,2.05,4.75,26.030466,23.77588901,0.087807676
334,334,0.0578,35.0,12.78,4.44,1,2.05,4.75,26.20975706,24.32752889,0.082793408
335,335,0.0578,35.0,12.78,10.0,1,2.05,4.75,26.39871773,24.87588701,0.07722470099999999
336,336,0.1734,26.67,4.44,-1.11,1,2.05,4.75,25.55355629,23.06118269,0.26262704800000003
337,337,0.1734,26.67,7.22,-1.11,1,2.05,4.75,25.6757103,23.10528364,0.259703491
338,338,0.1734,26.67,7.22,4.44,1,2.05,4.75,25.86095828,23.39936227,0.268827357
339,339,0.1734,26.67,10.0,-1.11,1,2.05,4.75,25.83946064,23.35744234,0.236165249
340,340,0.1734,26.67,10.0,4.44,1,2.05,4.75,26.00686903,23.84104584,0.250561587
341,341,0.1734,26.67,12.78,-1.11,1,2.05,4.75,25.99279507,23.61453134,0.250622671
342,342,0.1734,26.67,12.78,4.44,1,2.05,4.75,26.15614868,23.91507053,0.259822324
343,343,0.1734,26.67,12.78,10.0,1,2.05,4.75,26.35051279,24.72869179,0.25336604100000004
344,344,0.1734,29.44,4.44,-1.11,1,2.05,4.75,25.62079387,23.24893388,0.20708969300000002
345,345,0.1734,29.44,7.22,-1.11,1,2.05,4.75,25.74492077,23.81846143,0.21983606
346,346,0.1734,29.44,7.22,4.44,1,2.05,4.75,25.92612065,24.16463936,0.225476962
347,347,0.1734,29.44,10.0,-1.11,1,2.05,4.75,25.85882793,23.69112217,0.24857481899999997
348,348,0.1734,29.44,10.0,4.44,1,2.05,4.75,26.0544951,24.18238338,0.277347632
349,349,0.1734,29.44,12.78,-1.11,1,2.05,4.75,26.0434934,24.3076992,0.207172445
350,350,0.1734,29.44,12.78,4.44,1,2.05,4.75,26.22134376,24.57475476,0.24400230399999998
351,351,0.1734,29.44,12.78,10.0,1,2.05,4.75,26.39228268,25.12323613,0.241182719
352,352,0.1734,35.0,4.44,-1.11,1,2.05,4.75,25.68475681,24.75449455,0.192461678
353,353,0.1734,35.0,7.22,-1.11,1,2.05,4.75,25.81653421,24.38980832,0.196484512
354,354,0.1734,35.0,7.22,4.44,1,2.05,4.75,25.97605509,24.88272237,0.246270455
355,355,0.1734,35.0,10.0,-1.11,1,2.05,4.75,25.96441716,25.19280272,0.20465224
356,356,0.1734,35.0,10.0,4.44,1,2.05,4.75,26.13284126,25.32425912,0.257078808
357,357,0.1734,35.0,12.78,-1.11,1,2.05,4.75,26.11915388,25.33518023,0.226693385
358,358,0.1734,35.0,12.78,4.44,1,2.05,4.75,26.28536364,25.57369792,0.236271415
359,359,0.1734,35.0,12.78,10.0,1,2.05,4.75,26.45687924,26.22393806,0.28000414100000004
360,360,0.0231,10.0,23.89,26.67,2,2.05,2.25,27.36353457,26.378014,0.08476840699999999
361,360,0.0231,10.0,23.89,26.67,2,2.05,4.75,27.54225989,26.35857084,0.06369319700000001
362,361,0.0231,10.0,23.89,30.56,2,2.05,2.25,27.72102119,26.61597508,0.082896713
363,361,0.0231,10.0,23.89,30.56,2,2.05,4.75,27.69462484,26.62187524,0.075172927
364,362,0.0231,10.0,23.89,33.61,2,2.05,2.25,28.0262028,26.91554865,0.070955744
365,362,0.0231,10.0,23.89,33.61,2,2.05,4.75,27.80866437,26.86510008,0.084627003
366,363,0.0231,10.0,23.89,36.39,2,2.05,2.25,28.29561645,27.09908224,0.069408896
367,363,0.0231,10.0,23.89,36.39,2,2.05,4.75,27.92715802,27.11461776,0.08137283099999999
368,364,0.0231,10.0,26.67,30.56,2,2.05,2.25,28.06469239,26.93829604,0.080314992
369,364,0.0231,10.0,26.67,30.56,2,2.05,4.75,27.8532614,26.85140405,0.08700774
370,365,0.0231,10.0,26.67,33.61,2,2.05,2.25,28.36537111,27.279657099999998,0.068960403
371,365,0.0231,10.0,26.67,33.61,2,2.05,4.75,27.97384198,27.10815597,0.08646039400000001
372,366,0.0231,10.0,26.67,36.39,2,2.05,2.25,28.63881902,27.52081788,0.071539873
373,366,0.0231,10.0,26.67,36.39,2,2.05,4.75,28.09140122,27.36249332,0.079247499
374,367,0.0231,10.0,29.44,30.56,2,2.05,2.25,28.42627845,27.39768715,0.069688328
375,367,0.0231,10.0,29.44,30.56,2,2.05,4.75,28.01906012,27.11122424,0.079396665
376,368,0.0231,10.0,29.44,33.61,2,2.05,2.25,28.71097352,27.58364481,0.07310258
377,368,0.0231,10.0,29.44,33.61,2,2.05,4.75,28.14031878,27.312419399999996,0.08708471400000001
378,369,0.0231,10.0,29.44,36.39,2,2.05,2.25,28.98545248,27.81669222,0.070596786
379,369,0.0231,10.0,29.44,36.39,2,2.05,4.75,28.25649127,27.57814628,0.08780317800000001
380,370,0.0231,10.0,32.22,33.61,2,2.05,2.25,29.07294698,27.94749051,0.06854408099999999
381,370,0.0231,10.0,32.22,33.61,2,2.05,4.75,28.31959733,27.64967768,0.07725324
382,371,0.0231,10.0,32.22,36.39,2,2.05,2.25,29.33984235,28.14815657,0.06292686
383,371,0.0231,10.0,32.22,36.39,2,2.05,4.75,28.42534277,27.80210752,0.08509810699999999
384,372,0.0231,12.78,23.89,26.67,2,2.05,2.25,27.37015029,26.47893164,0.078398263
385,372,0.0231,12.78,23.89,26.67,2,2.05,4.75,27.55724501,26.49772813,0.059497201
386,373,0.0231,12.78,23.89,30.56,2,2.05,2.25,27.74439535,26.80312419,0.070997505
387,373,0.0231,12.78,23.89,30.56,2,2.05,4.75,27.70224805,26.77167106,0.072378238
388,374,0.0231,12.78,23.89,33.61,2,2.05,2.25,28.03524478,27.03208576,0.068461957
389,374,0.0231,12.78,23.89,33.61,2,2.05,4.75,27.82093286,27.04656232,0.07462165700000001
390,375,0.0231,12.78,23.89,36.39,2,2.05,2.25,28.30955929,27.22898413,0.068161763
391,375,0.0231,12.78,23.89,36.39,2,2.05,4.75,27.93310954,27.26235093,0.083639662
392,376,0.0231,12.78,26.67,30.56,2,2.05,2.25,28.08083094,27.10430527,0.076827329
393,376,0.0231,12.78,26.67,30.56,2,2.05,4.75,27.86727022,27.01702024,0.08637775800000001
394,377,0.0231,12.78,26.67,33.61,2,2.05,2.25,28.37409721,27.40349676,0.07277611
395,377,0.0231,12.78,26.67,33.61,2,2.05,4.75,27.98620776,27.27757614,0.08832945199999999
396,378,0.0231,12.78,26.67,36.39,2,2.05,2.25,28.64161888,27.62217386,0.073476989
397,378,0.0231,12.78,26.67,36.39,2,2.05,4.75,28.10127318,27.50267767,0.083649355
398,379,0.0231,12.78,29.44,30.56,2,2.05,2.25,28.43253843,27.51010964,0.072282451
399,379,0.0231,12.78,29.44,30.56,2,2.05,4.75,28.02999431,27.19995781,0.079393438
400,380,0.0231,12.78,29.44,33.61,2,2.05,2.25,28.72562757,27.746161999999998,0.067081343
401,380,0.0231,12.78,29.44,33.61,2,2.05,4.75,28.15256862,27.52002167,0.088334875
402,381,0.0231,12.78,29.44,36.39,2,2.05,2.25,29.00060317,28.02120159,0.062634791
403,381,0.0231,12.78,29.44,36.39,2,2.05,4.75,28.27277041,27.806773100000004,0.078033423
404,382,0.0231,12.78,32.22,33.61,2,2.05,2.25,29.086223999999998,28.1055026,0.06607590299999999
405,382,0.0231,12.78,32.22,33.61,2,2.05,4.75,28.33102546,27.78436515,0.07976864
406,383,0.0231,12.78,32.22,36.39,2,2.05,2.25,29.35634975,28.34037401,0.059245129
407,383,0.0231,12.78,32.22,36.39,2,2.05,4.75,28.44211196,28.07129166,0.078567149
408,384,0.0231,15.56,23.89,26.67,2,2.05,2.25,27.38389421,26.59962461,0.07714062599999999
409,384,0.0231,15.56,23.89,26.67,2,2.05,4.75,27.5773995,26.62855206,0.06666289
410,385,0.0231,15.56,23.89,30.56,2,2.05,2.25,27.7531148,26.93509534,0.068142274
411,385,0.0231,15.56,23.89,30.56,2,2.05,4.75,27.71748242,26.95310716,0.07016311900000001
412,386,0.0231,15.56,23.89,33.61,2,2.05,2.25,28.04695761,27.17470676,0.06938377400000001
413,386,0.0231,15.56,23.89,33.61,2,2.05,4.75,27.83214529,27.20389985,0.07878353
414,387,0.0231,15.56,23.89,36.39,2,2.05,2.25,28.3223153,27.3718408,0.068219017
415,387,0.0231,15.56,23.89,36.39,2,2.05,4.75,27.95109566,27.44843635,0.07478865900000001
416,388,0.0231,15.56,26.67,30.56,2,2.05,2.25,28.09875485,27.32010652,0.07697646799999999
417,388,0.0231,15.56,26.67,30.56,2,2.05,4.75,27.8778774,27.18634256,0.08524716800000001
418,389,0.0231,15.56,26.67,33.61,2,2.05,2.25,28.38345834,27.53919975,0.073627407
419,389,0.0231,15.56,26.67,33.61,2,2.05,4.75,27.99708663,27.44821959,0.090011165
420,390,0.0231,15.56,26.67,36.39,2,2.05,2.25,28.65491272,27.74597278,0.063109451
421,390,0.0231,15.56,26.67,36.39,2,2.05,4.75,28.11064091,27.68658904,0.08760720300000001
422,391,0.0231,15.56,29.44,30.56,2,2.05,2.25,28.441265100000003,27.64611732,0.068287175
423,391,0.0231,15.56,29.44,30.56,2,2.05,4.75,28.04127832,27.39811005,0.093905255
424,392,0.0231,15.56,29.44,33.61,2,2.05,2.25,28.73215775,27.84861555,0.07279687900000001
425,392,0.0231,15.56,29.44,33.61,2,2.05,4.75,28.16496579,27.66329223,0.089345702
426,393,0.0231,15.56,29.44,36.39,2,2.05,2.25,29.004299699999997,28.1391081,0.06922055099999999
427,393,0.0231,15.56,29.44,36.39,2,2.05,4.75,28.28184994,27.98334345,0.082667725
428,394,0.0231,15.56,32.22,33.61,2,2.05,2.25,29.09441321,28.23709852,0.067074364
429,394,0.0231,15.56,32.22,33.61,2,2.05,4.75,28.33781949,27.93987601,0.090562869
430,395,0.0231,15.56,32.22,36.39,2,2.05,2.25,29.36468194,28.47745397,0.07239485799999999
431,395,0.0231,15.56,32.22,36.39,2,2.05,4.75,28.45855291,28.26125598,0.077760256
432,396,0.0578,10.0,23.89,26.67,2,2.05,2.25,27.27342735,25.2147315,0.12191211699999999
433,396,0.0578,10.0,23.89,26.67,2,2.05,4.75,27.475703000000003,25.40259789,0.098738701
434,397,0.0578,10.0,23.89,30.56,2,2.05,2.25,27.66744622,25.83197975,0.08011446900000001
435,397,0.0578,10.0,23.89,30.56,2,2.05,4.75,27.62325298,25.73046758,0.09379052800000001
436,398,0.0578,10.0,23.89,33.61,2,2.05,2.25,27.96364005,26.13702031,0.08690726300000001
437,398,0.0578,10.0,23.89,33.61,2,2.05,4.75,27.72671707,25.66353504,0.09605120800000001
438,399,0.0578,10.0,23.89,36.39,2,2.05,2.25,28.24175418,26.33938897,0.078829602
439,399,0.0578,10.0,23.89,36.39,2,2.05,4.75,27.82782408,25.87027644,0.10949684900000001
440,400,0.0578,10.0,26.67,30.56,2,2.05,2.25,28.02776243,26.20276173,0.09283686199999999
441,400,0.0578,10.0,26.67,30.56,2,2.05,4.75,27.77043013,25.67987283,0.09331523
442,401,0.0578,10.0,26.67,33.61,2,2.05,2.25,28.30561871,26.44860188,0.089799617
443,401,0.0578,10.0,26.67,33.61,2,2.05,4.75,27.89391763,26.05540421,0.086107562
444,402,0.0578,10.0,26.67,36.39,2,2.05,2.25,28.56900275,26.59682844,0.08400156
445,402,0.0578,10.0,26.67,36.39,2,2.05,4.75,27.996466100000003,26.05953946,0.098974737
446,403,0.0578,10.0,29.44,30.56,2,2.05,2.25,28.34905141,26.31190751,0.09599682
447,403,0.0578,10.0,29.44,30.56,2,2.05,4.75,27.92581161,25.85710708,0.109547967
448,404,0.0578,10.0,29.44,33.61,2,2.05,2.25,28.64029794,26.65481544,0.089091575
449,404,0.0578,10.0,29.44,33.61,2,2.05,4.75,28.04588978,26.12322497,0.102577211
450,405,0.0578,10.0,29.44,36.39,2,2.05,2.25,28.92335459,26.89168868,0.07974695
451,405,0.0578,10.0,29.44,36.39,2,2.05,4.75,28.15448887,26.34404869,0.10829422400000001
452,406,0.0578,10.0,32.22,33.61,2,2.05,2.25,29.000497999999997,26.91871912,0.08796482800000001
453,406,0.0578,10.0,32.22,33.61,2,2.05,4.75,28.20881991,26.32317463,0.129362239
454,407,0.0578,10.0,32.22,36.39,2,2.05,2.25,29.26639362,27.17684433,0.08432892800000001
455,407,0.0578,10.0,32.22,36.39,2,2.05,4.75,28.32035741,26.52522171,0.125054099
456,408,0.0578,12.78,23.89,26.67,2,2.05,2.25,27.32992544,25.73166603,0.081481989
457,408,0.0578,12.78,23.89,26.67,2,2.05,4.75,27.49452793,25.75574638,0.075380405
458,409,0.0578,12.78,23.89,30.56,2,2.05,2.25,27.67588421,25.98953874,0.09529563
459,409,0.0578,12.78,23.89,30.56,2,2.05,4.75,27.64014209,25.93441613,0.101347133
460,410,0.0578,12.78,23.89,33.61,2,2.05,2.25,27.99165767,26.37027408,0.08532581
