index,sim,mass,tem_supply,tem_surf,tem_win,n_occ,x,y,MRT,T,V
461,410,0.0578,12.78,23.89,33.61,2,2.05,4.75,27.74038309,26.0758343,0.10751776699999999
462,411,0.0578,12.78,23.89,36.39,2,2.05,2.25,28.25645533,26.58550965,0.078440665
463,411,0.0578,12.78,23.89,36.39,2,2.05,4.75,27.84916774,26.2367516,0.107978836
464,412,0.0578,12.78,26.67,30.56,2,2.05,2.25,28.02297977,26.28340096,0.109002863
465,412,0.0578,12.78,26.67,30.56,2,2.05,4.75,27.78967169,26.02409516,0.110337416
466,413,0.0578,12.78,26.67,33.61,2,2.05,2.25,28.30927968,26.56012158,0.09995234199999999
467,413,0.0578,12.78,26.67,33.61,2,2.05,4.75,27.89551285,26.22948856,0.108673387
468,414,0.0578,12.78,26.67,36.39,2,2.05,2.25,28.60193736,26.96659022,0.07191222
469,414,0.0578,12.78,26.67,36.39,2,2.05,4.75,28.00977686,26.40582174,0.114002008
470,415,0.0578,12.78,29.44,30.56,2,2.05,2.25,28.35755277,26.55480025,0.10667894
471,415,0.0578,12.78,29.44,30.56,2,2.05,4.75,27.94657257,26.23007599,0.104833625
472,416,0.0578,12.78,29.44,33.61,2,2.05,2.25,28.65327365,26.84054604,0.102023167
473,416,0.0578,12.78,29.44,33.61,2,2.05,4.75,28.06624232,26.41377005,0.116752295
474,417,0.0578,12.78,29.44,36.39,2,2.05,2.25,28.94085938,27.19725408,0.080561231
475,417,0.0578,12.78,29.44,36.39,2,2.05,4.75,28.17496037,26.6365812,0.11435490300000001
476,418,0.0578,12.78,32.22,33.61,2,2.05,2.25,29.01500795,27.14052082,0.093243305
477,418,0.0578,12.78,32.22,33.61,2,2.05,4.75,28.23519858,26.63948435,0.123795744
478,419,0.0578,12.78,32.22,36.39,2,2.05,2.25,29.27688847,27.34361656,0.097262808
479,419,0.0578,12.78,32.22,36.39,2,2.05,4.75,28.34823015,26.89860595,0.116045556
480,420,0.0578,15.56,23.89,26.67,2,2.05,2.25,27.33936227,25.85616836,0.108520713
481,420,0.0578,15.56,23.89,26.67,2,2.05,4.75,27.53315377,26.03982409,0.11628471800000001
482,421,0.0578,15.56,23.89,30.56,2,2.05,2.25,27.69350552,26.2285598,0.08927664
483,421,0.0578,15.56,23.89,30.56,2,2.05,4.75,27.66582508,26.25697983,0.09986708300000001
484,422,0.0578,15.56,23.89,33.61,2,2.05,2.25,28.00324535,26.63203104,0.087888324
485,422,0.0578,15.56,23.89,33.61,2,2.05,4.75,27.76567061,26.40256681,0.099279965
486,423,0.0578,15.56,23.89,36.39,2,2.05,2.25,28.27165558,26.78404217,0.079644303
487,423,0.0578,15.56,23.89,36.39,2,2.05,4.75,27.88387773,26.586405199999998,0.097919286
488,424,0.0578,15.56,26.67,30.56,2,2.05,2.25,28.05015681,26.58365285,0.100417528
489,424,0.0578,15.56,26.67,30.56,2,2.05,4.75,27.81421709,26.29657542,0.110226111
490,425,0.0578,15.56,26.67,33.61,2,2.05,2.25,28.35119873,26.9434278,0.081313858
491,425,0.0578,15.56,26.67,33.61,2,2.05,4.75,27.92806079,26.51468636,0.107243856
492,426,0.0578,15.56,26.67,36.39,2,2.05,2.25,28.60978765,27.08713059,0.082750557
493,426,0.0578,15.56,26.67,36.39,2,2.05,4.75,28.03906224,26.75182401,0.10888334
494,427,0.0578,15.56,29.44,30.56,2,2.05,2.25,28.38469042,26.80425234,0.10324400199999999
495,427,0.0578,15.56,29.44,30.56,2,2.05,4.75,27.97349975,26.546063399999998,0.110063435
496,428,0.0578,15.56,29.44,33.61,2,2.05,2.25,28.68381433,27.18593581,0.08931062
497,428,0.0578,15.56,29.44,33.61,2,2.05,4.75,28.09125716,26.71967866,0.109001796
498,429,0.0578,15.56,29.44,36.39,2,2.05,2.25,28.96075412,27.45978803,0.071152913
499,429,0.0578,15.56,29.44,36.39,2,2.05,4.75,28.20555221,26.98840914,0.10407868
500,430,0.0578,15.56,32.22,33.61,2,2.05,2.25,29.02929478,27.397696000000003,0.098530263
501,430,0.0578,15.56,32.22,33.61,2,2.05,4.75,28.2680333,27.01341281,0.105636255
502,431,0.0578,15.56,32.22,36.39,2,2.05,2.25,29.30524908,27.6923532,0.09069698
503,431,0.0578,15.56,32.22,36.39,2,2.05,4.75,28.37476464,27.24429329,0.108335112
504,432,0.1734,10.0,23.89,26.67,2,2.05,2.25,27.1346311,23.98395584,0.203309653
505,432,0.1734,10.0,23.89,26.67,2,2.05,4.75,27.34466171,24.14592081,0.173795244
506,433,0.1734,10.0,23.89,30.56,2,2.05,2.25,27.49839065,24.32053737,0.23348192199999998
507,433,0.1734,10.0,23.89,30.56,2,2.05,4.75,27.49048748,24.31731125,0.180671515
508,434,0.1734,10.0,23.89,33.61,2,2.05,2.25,27.80464951,24.63071445,0.169112005
509,434,0.1734,10.0,23.89,33.61,2,2.05,4.75,27.61692204,24.74049269,0.16866572
510,435,0.1734,10.0,23.89,36.39,2,2.05,2.25,28.10370412,24.85559425,0.149699016
511,435,0.1734,10.0,23.89,36.39,2,2.05,4.75,27.7037594,24.49330263,0.18484514
512,436,0.1734,10.0,26.67,30.56,2,2.05,2.25,27.84894236,24.5568171,0.163138912
513,436,0.1734,10.0,26.67,30.56,2,2.05,4.75,27.64204883,24.32220782,0.167772599
514,437,0.1734,10.0,26.67,33.61,2,2.05,2.25,28.14365302,25.04249088,0.129869355
515,437,0.1734,10.0,26.67,33.61,2,2.05,4.75,27.77855365,24.48039688,0.167335595
516,438,0.1734,10.0,26.67,36.39,2,2.05,2.25,28.40469961,24.9946745,0.18904415800000002
517,438,0.1734,10.0,26.67,36.39,2,2.05,4.75,27.86310127,24.44175324,0.17648373
518,439,0.1734,10.0,29.44,30.56,2,2.05,2.25,28.18598129,24.74315418,0.127512225
519,439,0.1734,10.0,29.44,30.56,2,2.05,4.75,27.81512216,24.51146518,0.17058293800000002
520,440,0.1734,10.0,29.44,33.61,2,2.05,2.25,28.49562399,25.03037032,0.151783775
521,440,0.1734,10.0,29.44,33.61,2,2.05,4.75,27.91086467,24.59224138,0.185781494
522,441,0.1734,10.0,29.44,36.39,2,2.05,2.25,28.757500699999998,25.30274244,0.145789391
523,441,0.1734,10.0,29.44,36.39,2,2.05,4.75,27.98557547,24.52109143,0.182216734
524,442,0.1734,10.0,32.22,33.61,2,2.05,2.25,28.83614963,25.16990161,0.18364066699999998
525,442,0.1734,10.0,32.22,33.61,2,2.05,4.75,28.06155066,24.54205961,0.184455013
526,443,0.1734,10.0,32.22,36.39,2,2.05,2.25,29.12743615,25.48854019,0.141984403
527,443,0.1734,10.0,32.22,36.39,2,2.05,4.75,28.156386600000005,24.63506871,0.162275712
528,444,0.1734,12.78,23.89,26.67,2,2.05,2.25,27.19066888,24.58171072,0.18766261
529,444,0.1734,12.78,23.89,26.67,2,2.05,4.75,27.37937322,24.49133064,0.19785214
530,445,0.1734,12.78,23.89,30.56,2,2.05,2.25,27.55486174,24.81717192,0.157896016
531,445,0.1734,12.78,23.89,30.56,2,2.05,4.75,27.51546693,25.03551914,0.162976018
532,446,0.1734,12.78,23.89,33.61,2,2.05,2.25,27.85062447,24.97242779,0.177930103
533,446,0.1734,12.78,23.89,33.61,2,2.05,4.75,27.65678272,25.04264807,0.190984045
534,447,0.1734,12.78,23.89,36.39,2,2.05,2.25,28.12949133,25.42853836,0.15217272699999998
535,447,0.1734,12.78,23.89,36.39,2,2.05,4.75,27.75514208,24.876661600000002,0.180007241
536,448,0.1734,12.78,26.67,30.56,2,2.05,2.25,27.88694063,25.02582652,0.16879269600000002
537,448,0.1734,12.78,26.67,30.56,2,2.05,4.75,27.69162104,25.05009258,0.175054629
538,449,0.1734,12.78,26.67,33.61,2,2.05,2.25,28.18839459,25.42638324,0.15512367
539,449,0.1734,12.78,26.67,33.61,2,2.05,4.75,27.795235499999997,25.26335697,0.18531725300000002
540,450,0.1734,12.78,26.67,36.39,2,2.05,2.25,28.45258153,25.57585278,0.152931189
541,450,0.1734,12.78,26.67,36.39,2,2.05,4.75,27.89437119,25.5157697,0.18843535399999997
542,451,0.1734,12.78,29.44,30.56,2,2.05,2.25,28.252014199999998,25.34078325,0.154708918
543,451,0.1734,12.78,29.44,30.56,2,2.05,4.75,27.8480492,25.09773295,0.183175402
544,452,0.1734,12.78,29.44,33.61,2,2.05,2.25,28.51562228,25.59971489,0.121303759
545,452,0.1734,12.78,29.44,33.61,2,2.05,4.75,27.974783399999996,25.1999912,0.158112447
546,453,0.1734,12.78,29.44,36.39,2,2.05,2.25,28.80375074,25.85908257,0.12204884099999999
547,453,0.1734,12.78,29.44,36.39,2,2.05,4.75,28.03692411,25.09740777,0.18731963399999998
548,454,0.1734,12.78,32.22,33.61,2,2.05,2.25,28.88208901,25.86129605,0.149140518
549,454,0.1734,12.78,32.22,33.61,2,2.05,4.75,28.1262707,25.12602015,0.177111902
550,455,0.1734,12.78,32.22,36.39,2,2.05,2.25,29.17738297,26.18642335,0.12611451699999998
551,455,0.1734,12.78,32.22,36.39,2,2.05,4.75,28.20533673,25.28337733,0.207471811
552,456,0.1734,15.56,23.89,26.67,2,2.05,2.25,27.23009249,24.93163139,0.17456176199999998
553,456,0.1734,15.56,23.89,26.67,2,2.05,4.75,27.41897793,24.89461773,0.19911582600000002
554,457,0.1734,15.56,23.89,30.56,2,2.05,2.25,27.60495925,25.40206799,0.17860850600000003
555,457,0.1734,15.56,23.89,30.56,2,2.05,4.75,27.56168377,25.33819787,0.17829808600000002
556,458,0.1734,15.56,23.89,33.61,2,2.05,2.25,27.89498977,25.74040952,0.146584464
557,458,0.1734,15.56,23.89,33.61,2,2.05,4.75,27.67808911,25.36660668,0.18350535699999998
558,459,0.1734,15.56,23.89,36.39,2,2.05,2.25,28.16304148,25.89515262,0.135787677
559,459,0.1734,15.56,23.89,36.39,2,2.05,4.75,27.81748728,25.69061208,0.147059207
560,460,0.1734,15.56,26.67,30.56,2,2.05,2.25,27.94197676,25.74960982,0.16475274
561,460,0.1734,15.56,26.67,30.56,2,2.05,4.75,27.7379767,25.56102739,0.166986197
562,461,0.1734,15.56,26.67,33.61,2,2.05,2.25,28.22671515,25.9029984,0.164059147
563,461,0.1734,15.56,26.67,33.61,2,2.05,4.75,27.85824677,25.57018993,0.15685981599999999
564,462,0.1734,15.56,26.67,36.39,2,2.05,2.25,28.49167367,26.03900225,0.15312494199999999
565,462,0.1734,15.56,26.67,36.39,2,2.05,4.75,27.95725469,25.76468501,0.171272619
566,463,0.1734,15.56,29.44,30.56,2,2.05,2.25,28.27962843,25.85593614,0.125640355
567,463,0.1734,15.56,29.44,30.56,2,2.05,4.75,27.88675891,25.54215744,0.18949863600000003
568,464,0.1734,15.56,29.44,33.61,2,2.05,2.25,28.55856264,26.08402906,0.142861049
569,464,0.1734,15.56,29.44,33.61,2,2.05,4.75,27.9989133,25.6718007,0.175084992
570,465,0.1734,15.56,29.44,36.39,2,2.05,2.25,28.82186297,26.23705716,0.128021572
571,465,0.1734,15.56,29.44,36.39,2,2.05,4.75,28.09400405,25.67328446,0.199904295
572,466,0.1734,15.56,32.22,33.61,2,2.05,2.25,28.90542183,26.304492100000004,0.12131513699999999
573,466,0.1734,15.56,32.22,33.61,2,2.05,4.75,28.15114981,25.69238219,0.19823489800000002
574,467,0.1734,15.56,32.22,36.39,2,2.05,2.25,29.18528833,26.48560398,0.12950115
575,467,0.1734,15.56,32.22,36.39,2,2.05,4.75,28.25344333,25.85558903,0.185508582
576,468,0.0231,26.67,4.44,-1.11,2,2.05,2.25,22.79514454,21.15159993,0.11347486300000001
577,468,0.0231,26.67,4.44,-1.11,2,2.05,4.75,25.49310797,21.70437449,0.101008141
578,469,0.0231,26.67,7.22,-1.11,2,2.05,2.25,23.09810374,21.48877706,0.11513025699999999
579,469,0.0231,26.67,7.22,-1.11,2,2.05,4.75,25.63999653,22.05659369,0.09873678400000001
580,470,0.0231,26.67,7.22,4.44,2,2.05,2.25,23.52966369,22.12086114,0.10634415400000001
581,470,0.0231,26.67,7.22,4.44,2,2.05,4.75,25.82706012,22.61124961,0.09632499
582,471,0.0231,26.67,10.0,-1.11,2,2.05,2.25,23.40715685,21.79750468,0.116675419
583,471,0.0231,26.67,10.0,-1.11,2,2.05,4.75,25.79056873,22.35698641,0.09821342599999999
584,472,0.0231,26.67,10.0,4.44,2,2.05,2.25,23.83870707,22.45802649,0.10806364800000001
585,472,0.0231,26.67,10.0,4.44,2,2.05,4.75,25.97700652,22.93999042,0.09598155300000001
586,473,0.0231,26.67,12.78,-1.11,2,2.05,2.25,23.72254151,22.14200561,0.120362009
587,473,0.0231,26.67,12.78,-1.11,2,2.05,4.75,25.94635319,22.67705643,0.09844938
588,474,0.0231,26.67,12.78,4.44,2,2.05,2.25,24.15373725,22.80304351,0.11134834199999999
589,474,0.0231,26.67,12.78,4.44,2,2.05,4.75,26.13083497,23.26491674,0.096502225
590,475,0.0231,26.67,12.78,10.0,2,2.05,2.25,24.60801456,23.49099815,0.101915369
591,475,0.0231,26.67,12.78,10.0,2,2.05,4.75,26.32412222,23.85996436,0.095209766
592,476,0.0231,29.44,4.44,-1.11,2,2.05,2.25,22.80113937,21.24882041,0.111747074
593,476,0.0231,29.44,4.44,-1.11,2,2.05,4.75,25.50243873,21.80311305,0.09932291900000001
594,477,0.0231,29.44,7.22,-1.11,2,2.05,2.25,23.10450342,21.58500329,0.11362062699999999
595,477,0.0231,29.44,7.22,-1.11,2,2.05,4.75,25.64784792,22.13228378,0.097738515
596,478,0.0231,29.44,7.22,4.44,2,2.05,2.25,23.53568664,22.21904284,0.104193881
597,478,0.0231,29.44,7.22,4.44,2,2.05,4.75,25.83460523,22.71345371,0.095654065
598,479,0.0231,29.44,10.0,-1.11,2,2.05,2.25,23.41493455,21.90917053,0.11450924
599,479,0.0231,29.44,10.0,-1.11,2,2.05,4.75,25.79781365,22.45464794,0.09705161699999999
600,480,0.0231,29.44,10.0,4.44,2,2.05,2.25,23.84540688,22.56084379,0.105548448
601,480,0.0231,29.44,10.0,4.44,2,2.05,4.75,25.98369851,23.02765192,0.094363559
602,481,0.0231,29.44,12.78,-1.11,2,2.05,2.25,23.730684600000004,22.245424300000003,0.117621579
603,481,0.0231,29.44,12.78,-1.11,2,2.05,4.75,25.95299972,22.77055468,0.09723576699999999
604,482,0.0231,29.44,12.78,4.44,2,2.05,2.25,24.16088713,22.90410535,0.108772806
605,482,0.0231,29.44,12.78,4.44,2,2.05,4.75,26.13686401,23.34537806,0.09478597
606,483,0.0231,29.44,12.78,10.0,2,2.05,2.25,24.61379081,23.58130995,0.09844281199999999
607,483,0.0231,29.44,12.78,10.0,2,2.05,4.75,26.33115279,23.95326339,0.09346395099999999
608,484,0.0231,35.0,4.44,-1.11,2,2.05,2.25,22.8149951,21.4346635,0.10768966
609,484,0.0231,35.0,4.44,-1.11,2,2.05,4.75,25.51734809,21.92728569,0.09360541900000001
610,485,0.0231,35.0,7.22,-1.11,2,2.05,2.25,23.11758002,21.77178008,0.11035215699999999
611,485,0.0231,35.0,7.22,-1.11,2,2.05,4.75,25.66242843,22.28455137,0.094950584
612,486,0.0231,35.0,7.22,4.44,2,2.05,2.25,23.5466266,22.37353933,0.099897505
613,486,0.0231,35.0,7.22,4.44,2,2.05,4.75,25.84886409,22.85706715,0.09221160800000001
614,487,0.0231,35.0,10.0,-1.11,2,2.05,2.25,23.42793941,22.11674922,0.111481602
615,487,0.0231,35.0,10.0,-1.11,2,2.05,4.75,25.81214998,22.64302237,0.09450176800000001
616,488,0.0231,35.0,10.0,4.44,2,2.05,2.25,23.85688936,22.73870279,0.101906249
617,488,0.0231,35.0,10.0,4.44,2,2.05,4.75,25.99767624,23.20540731,0.091903869
618,489,0.0231,35.0,12.78,-1.11,2,2.05,2.25,23.74692405,22.46804601,0.11221308199999999
619,489,0.0231,35.0,12.78,-1.11,2,2.05,4.75,25.96819084,22.97402835,0.094627855
620,490,0.0231,35.0,12.78,4.44,2,2.05,2.25,24.1745391,23.09309778,0.103115241
621,490,0.0231,35.0,12.78,4.44,2,2.05,4.75,26.150195999999998,23.52507258,0.09193826699999999
622,491,0.0231,35.0,12.78,10.0,2,2.05,2.25,24.62590839,23.75232189,0.0946489
623,491,0.0231,35.0,12.78,10.0,2,2.05,4.75,26.34445528,24.13080292,0.08946423099999999
624,492,0.0578,26.67,4.44,-1.11,2,2.05,2.25,22.84149921,21.82238886,0.105415149
625,492,0.0578,26.67,4.44,-1.11,2,2.05,4.75,25.55064462,22.35726172,0.096721
626,493,0.0578,26.67,7.22,-1.11,2,2.05,2.25,23.14476373,22.14131154,0.107406388
627,493,0.0578,26.67,7.22,-1.11,2,2.05,4.75,25.69849257,22.7002837,0.098014209
628,494,0.0578,26.67,7.22,4.44,2,2.05,2.25,23.57607267,22.73955404,0.09773746400000001
629,494,0.0578,26.67,7.22,4.44,2,2.05,4.75,25.87759432,23.24132499,0.091490269
630,495,0.0578,26.67,10.0,-1.11,2,2.05,2.25,23.45664835,22.47314955,0.108926815
631,495,0.0578,26.67,10.0,-1.11,2,2.05,4.75,25.84638008,23.02722369,0.096696239
632,496,0.0578,26.67,10.0,4.44,2,2.05,2.25,23.88687426,23.05032812,0.09973891800000001
633,496,0.0578,26.67,10.0,4.44,2,2.05,4.75,26.02649396,23.56107887,0.09365178800000001
634,497,0.0578,26.67,12.78,-1.11,2,2.05,2.25,23.77254677,22.81043321,0.111808505
635,497,0.0578,26.67,12.78,-1.11,2,2.05,4.75,25.99787558,23.33041141,0.096981966
636,498,0.0578,26.67,12.78,4.44,2,2.05,2.25,24.19949245,23.37126944,0.104069977
637,498,0.0578,26.67,12.78,4.44,2,2.05,4.75,26.17844457,23.87165711,0.09504597099999999
638,499,0.0578,26.67,12.78,10.0,2,2.05,2.25,24.64988809,23.95136022,0.09566377400000001
639,499,0.0578,26.67,12.78,10.0,2,2.05,4.75,26.36811652,24.4203375,0.09176304
640,500,0.0578,29.44,4.44,-1.11,2,2.05,2.25,22.86087002,22.11150431,0.099548135
641,500,0.0578,29.44,4.44,-1.11,2,2.05,4.75,25.56700356,22.58511918,0.090518006
642,501,0.0578,29.44,7.22,-1.11,2,2.05,2.25,23.16125375,22.4078584,0.102249704
643,501,0.0578,29.44,7.22,-1.11,2,2.05,4.75,25.712015100000002,22.8743442,0.090782875
644,502,0.0578,29.44,7.22,4.44,2,2.05,2.25,23.59260776,22.99788484,0.094733926
645,502,0.0578,29.44,7.22,4.44,2,2.05,4.75,25.89214917,23.43100128,0.084822575
646,503,0.0578,29.44,10.0,-1.11,2,2.05,2.25,23.47093758,22.69935699,0.104020531
647,503,0.0578,29.44,10.0,-1.11,2,2.05,4.75,25.86145303,23.18438141,0.091903916
648,504,0.0578,29.44,10.0,4.44,2,2.05,2.25,23.8981551,23.30902438,0.09482177300000001
649,504,0.0578,29.44,10.0,4.44,2,2.05,4.75,26.04107311,23.74117619,0.086030161
650,505,0.0578,29.44,12.78,-1.11,2,2.05,2.25,23.78684766,23.01976576,0.105094387
651,505,0.0578,29.44,12.78,-1.11,2,2.05,4.75,26.01416395,23.51896735,0.092448796
652,506,0.0578,29.44,12.78,4.44,2,2.05,2.25,24.21486388,23.62946222,0.095256323
653,506,0.0578,29.44,12.78,4.44,2,2.05,4.75,26.19321001,24.05845761,0.08771313300000001
654,507,0.0578,29.44,12.78,10.0,2,2.05,2.25,24.66519084,24.20511948,0.087962734
655,507,0.0578,29.44,12.78,10.0,2,2.05,4.75,26.38172143,24.6083876,0.083369962
656,508,0.0578,35.0,4.44,-1.11,2,2.05,2.25,22.89347829,22.49251714,0.089741826
657,508,0.0578,35.0,4.44,-1.11,2,2.05,4.75,25.59632991,23.00023243,0.084204683
658,509,0.0578,35.0,7.22,-1.11,2,2.05,2.25,23.19253478,22.84252772,0.092563083
659,509,0.0578,35.0,7.22,-1.11,2,2.05,4.75,25.74138239,23.29457184,0.084144771
660,510,0.0578,35.0,7.22,4.44,2,2.05,2.25,23.62563456,23.38156745,0.084119767
661,510,0.0578,35.0,7.22,4.44,2,2.05,4.75,25.91906106,23.83244301,0.080518517
662,511,0.0578,35.0,10.0,-1.11,2,2.05,2.25,23.49960608,23.16070089,0.09409312
663,511,0.0578,35.0,10.0,-1.11,2,2.05,4.75,25.88887247,23.58538107,0.08454418400000001
664,512,0.0578,35.0,10.0,4.44,2,2.05,2.25,23.92989175,23.71840842,0.08750954
665,512,0.0578,35.0,10.0,4.44,2,2.05,4.75,26.06667544,24.12349053,0.080548745
666,513,0.0578,35.0,12.78,-1.11,2,2.05,2.25,23.81628536,23.48718033,0.095979116
667,513,0.0578,35.0,12.78,-1.11,2,2.05,4.75,26.04088053,23.89536707,0.08525033
668,514,0.0578,35.0,12.78,4.44,2,2.05,2.25,24.24218923,24.05807528,0.08927165699999999
669,514,0.0578,35.0,12.78,4.44,2,2.05,4.75,26.21921948,24.42783029,0.081004377
670,515,0.0578,35.0,12.78,10.0,2,2.05,2.25,24.69452856,24.64007123,0.08013672200000001
671,515,0.0578,35.0,12.78,10.0,2,2.05,4.75,26.40840151,24.97713264,0.075185696
672,516,0.1734,26.67,4.44,-1.11,2,2.05,2.25,22.87057418,23.06085025,0.25167278600000004
673,516,0.1734,26.67,4.44,-1.11,2,2.05,4.75,25.56939549,22.68545673,0.164791649
674,517,0.1734,26.67,7.22,-1.11,2,2.05,2.25,23.15069272,23.14617262,0.27219594199999997
675,517,0.1734,26.67,7.22,-1.11,2,2.05,4.75,25.72140294,23.22795074,0.194411759
676,518,0.1734,26.67,7.22,4.44,2,2.05,2.25,23.54951012,23.15545723,0.22362269899999998
677,518,0.1734,26.67,7.22,4.44,2,2.05,4.75,25.88814882,24.11484309,0.246896273
678,519,0.1734,26.67,10.0,-1.11,2,2.05,2.25,23.45451069,23.20429414,0.24612777600000002
679,519,0.1734,26.67,10.0,-1.11,2,2.05,4.75,25.85905231,23.47310179,0.24758381100000001
680,520,0.1734,26.67,10.0,4.44,2,2.05,2.25,23.85912694,23.63828414,0.248122328
681,520,0.1734,26.67,10.0,4.44,2,2.05,4.75,26.03245199,24.02038979,0.262439724
682,521,0.1734,26.67,12.78,-1.11,2,2.05,2.25,23.74685821,23.30320007,0.23794548199999999
683,521,0.1734,26.67,12.78,-1.11,2,2.05,4.75,25.99451355,23.67715198,0.266970058
684,522,0.1734,26.67,12.78,4.44,2,2.05,2.25,24.18398595,23.825531899999998,0.235600705
685,522,0.1734,26.67,12.78,4.44,2,2.05,4.75,26.17238531,24.09946544,0.282685253
686,523,0.1734,26.67,12.78,10.0,2,2.05,2.25,24.6189718,24.47398609,0.199701629
687,523,0.1734,26.67,12.78,10.0,2,2.05,4.75,26.35042052,24.61870759,0.25877607399999997
688,524,0.1734,29.44,4.44,-1.11,2,2.05,2.25,22.88865662,23.06755178,0.251196735
689,524,0.1734,29.44,4.44,-1.11,2,2.05,4.75,25.60966393,23.40843986,0.18298974899999998
690,525,0.1734,29.44,7.22,-1.11,2,2.05,2.25,23.18927112,23.28860445,0.237188498
691,525,0.1734,29.44,7.22,-1.11,2,2.05,4.75,25.75371852,23.76293176,0.186256845
692,526,0.1734,29.44,7.22,4.44,2,2.05,2.25,23.61048761,23.89426031,0.214521568
693,526,0.1734,29.44,7.22,4.44,2,2.05,4.75,25.92813716,24.07436755,0.21539533100000002
694,527,0.1734,29.44,10.0,-1.11,2,2.05,2.25,23.49587281,23.59764509,0.184571044
695,527,0.1734,29.44,10.0,-1.11,2,2.05,4.75,25.88063029,24.26346927,0.24482463100000001
696,528,0.1734,29.44,10.0,4.44,2,2.05,2.25,23.90563287,24.00226842,0.202134807
697,528,0.1734,29.44,10.0,4.44,2,2.05,4.75,26.07193518,24.626353899999998,0.237647871
698,529,0.1734,29.44,12.78,-1.11,2,2.05,2.25,23.79773089,24.11657992,0.25763606699999997
699,529,0.1734,29.44,12.78,-1.11,2,2.05,4.75,26.03105794,23.9760057,0.237278286
700,530,0.1734,29.44,12.78,4.44,2,2.05,2.25,24.21027336,24.22581334,0.21760086399999998
701,530,0.1734,29.44,12.78,4.44,2,2.05,4.75,26.2036088,24.43591985,0.271222069
702,531,0.1734,29.44,12.78,10.0,2,2.05,2.25,24.67601007,24.68150462,0.20741681899999997
703,531,0.1734,29.44,12.78,10.0,2,2.05,4.75,26.39236401,24.9845693,0.279805252
704,532,0.1734,35.0,4.44,-1.11,2,2.05,2.25,22.97638333,24.32500752,0.22049638300000002
705,532,0.1734,35.0,4.44,-1.11,2,2.05,4.75,25.71024153,24.74173109,0.21809267100000002
706,533,0.1734,35.0,7.22,-1.11,2,2.05,2.25,23.26637164,24.42773494,0.218466978
707,533,0.1734,35.0,7.22,-1.11,2,2.05,4.75,25.84126158,24.91126583,0.23807559399999997
708,534,0.1734,35.0,7.22,4.44,2,2.05,2.25,23.71900122,24.928857100000002,0.177870655
709,534,0.1734,35.0,7.22,4.44,2,2.05,4.75,26.02605808,25.29150185,0.23015718899999998
710,535,0.1734,35.0,10.0,-1.11,2,2.05,2.25,23.55485308,24.23373341,0.166455996
711,535,0.1734,35.0,10.0,-1.11,2,2.05,4.75,25.97138888,25.30459705,0.224995133
712,536,0.1734,35.0,10.0,4.44,2,2.05,2.25,23.97947427,24.72919511,0.163538219
713,536,0.1734,35.0,10.0,4.44,2,2.05,4.75,26.13297314,25.52912072,0.260524162
714,537,0.1734,35.0,12.78,-1.11,2,2.05,2.25,23.87527518,24.677258600000002,0.161027108
715,537,0.1734,35.0,12.78,-1.11,2,2.05,4.75,26.10682202,25.17160209,0.24842694699999998
716,538,0.1734,35.0,12.78,4.44,2,2.05,2.25,24.31051567,25.01559945,0.205478484
717,538,0.1734,35.0,12.78,4.44,2,2.05,4.75,26.29263296,25.82048554,0.280356373
718,539,0.1734,35.0,12.78,10.0,2,2.05,2.25,24.75386037,25.63284753,0.225634597
719,539,0.1734,35.0,12.78,10.0,2,2.05,4.75,26.48640616,26.26843206,0.274387673
